value,is_slotted,id,sku,slug,color,category,image_url,release_date,product_type,release_date_year,variation_id,discount_tag,box_condition,product_condition,count_for_product_condition,goat_url
Answer 4 'Kobe Bryant' PE,False,315062,BS9847,answer-4-kobe-bryant-pe-bs9847,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/009/786/808/original/BS9847.png.png,20180216,sneakers,2018,3cfb2aec-c3bb-4646-ae91-375c45c9f969,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/answer-4-kobe-bryant-pe-bs9847
Zoom Kobe 1 Protro 'Mamba Day',False,348030,AQ2728 002,zoom-kobe-1-protro-mamba-day-aq2728-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/459/167/original/348030_00.png.png,20180413,sneakers,2018,5e693c87-a654-44f1-9c78-3d3b79cef6ca,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-mamba-day-aq2728-002
Zoom Kobe 1 'Fade To Black',False,45395,869451 110,zoom-kobe-1-ftb-869451-110,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/302/460/original/45395_00.png.png,20160323,sneakers,2016,f6681be7-2f51-40aa-b0ba-3dd60fa828c8,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-ftb-869451-110
Zoom Kobe 2 Lite 'Anthracite',False,325481,317088 001,zoom-kobe-2-lite-317088-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/010/214/375/original/317088_001.png.png,20070805,sneakers,2007,bd4807d5-429a-494b-be3c-d8dc253fd494,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-2-lite-317088-001
Zoom Kobe 4 TB 'Varsity Red',False,767833,381947 112,zoom-kobe-4-tb-varsity-red-381947-112,white,shoes,,,sneakers,,6382bb77-11d3-44a0-975d-af4a6f67bdf4,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-4-tb-varsity-red-381947-112
Kobe A.D. Exodus TB 'Game Royal',False,600105,AT3874 404,kobe-a-d-exodus-tb-game-royal-at3874-404,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/020/447/original/AT3874_404.png.png,,sneakers,,f98aabd7-8bcf-45f2-9505-823a25329633,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-game-royal-at3874-404
Zoom Kobe 7 System 'Black Wolf Grey',False,486048,488371 001,zoom-kobe-7-black-wolf-grey-488371-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/022/060/815/original/488371_001.png.png,20120204,sneakers,2012,3709a176-38c0-4bc0-92b1-e8a4a49638b3,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-black-wolf-grey-488371-001
Zoom Kobe 1 Protro 'Noise Cancelling' iD,False,507150,CI9911 110 ID,zoom-kobe-1-protro-noise-cancelling-id-c19911-110-id,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/589/504/original/C19911_110_ID.png.png,20190111,sneakers,2019,6df950c0-0015-4500-b33f-c1e028a3a176,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-noise-cancelling-id-c19911-110-id
Kobe 8 'Christmas',False,13309,555035 030,kobe-8-system-christmas-555035-030,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/216/812/original/13309_00.png.png,20121226,sneakers,2012,ca2b8ae6-9297-4bcc-a907-d0190b3e4d88,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-christmas-555035-030
Kobe 10 High EXT 'Black',False,37857,822950 001,kobe-10-ext-822950-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/130/513/original/822950_001.png,20151211,sneakers,2015,9642b2ce-f57a-42fb-ab60-00d11baf94b5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-ext-822950-001
Zoom Kobe 2 ST 'Baroque Brown',False,30647,316835 021,zoom-kobe-2-st-baroque-316835-021,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/344/original/316835_021.png.png,20070818,sneakers,2007,cf5af64f-739c-417b-8ce8-338e9752f110,,badly_damaged,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-2-st-baroque-316835-021
Kobe 9 NSW Lifestyle 'Black Platinum',False,495523,649699 001,kobe-9-nsw-black-platinum-649699-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/018/869/852/original/649699_001.png.png,20140131,sneakers,2014,d8502086-496b-4436-9cfe-c07befcb0fa2,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-nsw-black-platinum-649699-001
Zoom Kobe 6 GS 'Urban Camo',False,499559,429913 900,zoom-kobe-6-gs-camo-concord-429913-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/022/193/350/original/429913_900.png.png,20110726,sneakers,2011,a661d0ee-f174-4f0f-a69c-462cc66655b6,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-6-gs-camo-concord-429913-900
Zoom Kobe 6 'Fade To Black',False,45401,869457 007,zoom-kobe-6-ftb-869457-007,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/759/884/original/45401_00.png.png,20160405,sneakers,2016,d9c29898-7ce9-482b-8db7-18a2ca8de6da,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-ftb-869457-007
Zoom Kobe 5 GS 'Lakers',False,158633,386647 071,kobe-5-gs-386647-071,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/004/208/553/original/386647_071.png.png,20100108,sneakers,2010,4f8e3b77-0b25-483e-b97e-07e18d1157a4,,good_condition,used,1,https://www.goat.com/sneakers/kobe-5-gs-386647-071
Premium Goods x Zoom Kobe 1 'Atomic',False,21793,BAM421M4C1,zoom-kobe-1-premium-atomic-bam421m4c1,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/280/041/original/BAM421M4C1.png.png,20080808,sneakers,2008,74b4fd24-dc34-425e-a860-994df18660fb,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-premium-atomic-bam421m4c1
ComplexCon x Crazy 1 Kobe ADV,False,437018,BC0805,complexcon-x-crazy-1-kobe-adv-bc0805,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/014/136/000/original/BC0805.png.png,,sneakers,,9048f74d-ea20-4911-8341-e626103c1561,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/complexcon-x-crazy-1-kobe-adv-bc0805
Zoom Kobe Venomenon 4,False,40473,635578 005,zoom-kobe-venomenon-4-635578-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/271/120/original/635578_005.png,,sneakers,,54d8c2c4-db31-400b-a978-d0bf7ac8394f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-635578-005
Kobe 8 'Philippines Pack - Black SIlver',False,25994,613959 001,kobe-8-system-pp-613959-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/447/original/613959_001.png.png,20130907,sneakers,2013,293fc801-3c13-4df9-bbef-fd98c9aa3882,,good_condition,used,3,https://www.goat.com/sneakers/kobe-8-system-pp-613959-001
Kobe A.D. TB 'White Orange',False,567888,AT3874 103,kobe-a-d-tb-white-orange-at3874-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/056/620/827/original/AT3874_103.png.png,,sneakers,,d9d2a8ec-2cec-406d-befc-a0dcb369cf27,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-white-orange-at3874-103
Kobe A.D. Mid 'Orange Blaze Metallic Silver',False,602561,942521 804,kobe-a-d-mid-orange-blaze-metallic-silver-942521-804,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/339/387/original/602561_00.png.png,20170101,sneakers,2017,0c37c9ff-08ac-4c4a-8872-f4a8226fb92c,,no_original_box,used,2,https://www.goat.com/sneakers/kobe-a-d-mid-orange-blaze-metallic-silver-942521-804
Air Zoom Huarache 2K5 'Kobe Player Edition',False,21300,BAM219M45,air-zoom-huarache-2k5-kobe-player-edition-bam219m45,white,shoes,https://image.goat.com/750/placeholders/product_templates/original/missing.png,,sneakers,,ebccc795-c1a6-4238-ac84-145b77692ebe,,no_original_box,used,1,https://www.goat.com/sneakers/air-zoom-huarache-2k5-kobe-player-edition-bam219m45
Kobe 10 Elite Premium HTM 'Race Car' Milan Exclusive,False,14974,805937 900,kobe-elite-low-prm-805937-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/073/353/583/original/14974_00.png.png,20151001,sneakers,2015,d0d1d8f3-b1a6-4591-9f41-f44382051afd,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-elite-low-prm-805937-900
Crazy 1 Kobe 'Stormtrooper' 2022,False,900685,GY3810,crazy-1-kobe-stormtrooper-gy3810,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/144/687/original/900685_00.png.png,20221217,sneakers,2022,864b531c-9b42-49fc-81aa-cf38ec33abaf,under_retail,good_condition,new_no_defects,0,https://www.goat.com/sneakers/crazy-1-kobe-stormtrooper-gy3810
Kobe 11 Elite Low 'Mambacurial Barcelona',False,68217,844130 464,kobe-11-mambacurial-844130-464,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/153/403/original/844130_464.png.png,20160908,sneakers,2016,328ab9a5-2e62-4d6d-a049-fb81030fab3d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-mambacurial-844130-464
Crazy 8 'Kobe Vino Pack',False,53585,D70090,crazy-8-kobe-vino-d70090,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/066/540/877/original/53585_00.png.png,20160505,sneakers,2016,1a428897-b042-47c9-9673-5c5d80a682fc,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/crazy-8-kobe-vino-d70090
Kobe 11 'EYBL Peach Jam',False,147212,856852 282,kobe-11-peach-jam-856852-282,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/749/609/original/856852_282.png,20170701,sneakers,2017,30e1d262-4262-45dd-b503-53c2224c7359,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-peach-jam-856852-282
Kobe A.D. 'Devin Booker' PE,False,350847,AQ2721 500,kobe-a-d-devin-booker-pe,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/261/467/original/350847_00.png.png,20180416,sneakers,2018,b6df076f-dae3-4828-ada7-0daa1ae84cee,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-devin-booker-pe
Crazy 97 'Kobe Bryant',False,821,G98307,adidas-men-crazy-97-kobe-bryant-g98307,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/011/733/original/ADG98307.png.png,,sneakers,,53ee5f36-6038-4a7b-a63c-a6b9bd5de218,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/adidas-men-crazy-97-kobe-bryant-g98307
Kobe A.D. Mid 'Signal Blue Silver',False,547467,942521 407,kobe-a-d-tb-signal-blue-silver-942521-407,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/807/856/original/547467_00.png.png,,sneakers,,962abab0-6dfe-4713-83cf-5df834c66963,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-signal-blue-silver-942521-407
Zoom Kobe 7 System TB 'Orange Blaze',False,615888,517359 800,zoom-kobe-7-system-tb-orange-blaze-517359-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/034/960/490/original/517359_800.png.png,20120918,sneakers,2012,4e77a2f0-92aa-4f02-b6df-5633baaf255b,,good_condition,used,3,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-orange-blaze-517359-800
Kobe 9 Elite 'Black History Month',False,13207,704304 010,kobe-9-elite-bhm-704304-010,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/709/181/original/13207_00.png.png,20150119,sneakers,2015,f7b63b1c-2050-4d97-9082-91dd40176954,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-bhm-704304-010
Kobe A.D. TB 'White Yellow',False,567865,AT3874 106,kobe-a-d-tb-white-yellow-at3874-106,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/154/739/original/567865_00.png.png,,sneakers,,0623f34d-0f09-423f-8487-2e40c20023da,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-white-yellow-at3874-106
Crazy 97 'Kobe Vino Pack',False,53560,AQ8556,crazy-97-kobe-vino-aq8556,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/586/214/original/AQ8556.png.png,20160505,sneakers,2016,2d190766-d7e3-475f-9901-646df9f71976,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/crazy-97-kobe-vino-aq8556
Kobe AD NXT 360 'Multicolor',False,388910,AQ1087 003,kobe-ad-nxt-360-multicolor-aq1087-003,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/058/685/105/original/388910_00.png.png,20180630,sneakers,2018,fbf8b081-22a6-4c5e-b98a-fd613c61daf1,,good_condition,new_no_defects,1,https://www.goat.com/sneakers/kobe-ad-nxt-360-multicolor-aq1087-003
Zoom Kobe 6 'All Star - 3D Hollywood',False,24667,448693 001,zoom-kobe-6-all-star-3d-hollywood-448693-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/094/133/981/original/24667_00.png.png,20110217,sneakers,2011,a7690193-840d-41a7-a308-a8e512719629,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-all-star-3d-hollywood-448693-001
Kobe 11 EP 'Summer',False,534998,836184 103,kobe-11-em-low-ep-summer-836184-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/024/145/374/original/836184_103.png.png,20160831,sneakers,2016,31018dad-cb0b-409b-9f48-eecbf7f73b1c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-ep-summer-836184-103
Kobe Mentality 2,False,177792,818952 005,kobe-mentality-2-818952-005,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/091/776/257/original/177792_00.png.png,,sneakers,,638f5d8b-7ecc-42b2-b294-653fe84d8719,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-mentality-2-818952-005
Zoom Kobe 5 TB 'Metallic Silver',False,1157339,407710 011,zoom-kobe-5-tb-metallic-silver-407710-011,silver,shoes,,20100820,sneakers,2010,1e498854-5f61-4b27-b3ae-d819f1986d34,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-tb-metallic-silver-407710-011
Kobe 11 Elite Low 'Fade To Black,False,45407,869459 001,kobe-11-elite-low-ftb-869459-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/131/600/original/45407_00.png.png,20160413,sneakers,2016,eb8310f2-0978-4fbe-859b-477ae27ec473,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-low-ftb-869459-001
Kobe A.D. Mid 'White Royal',False,506812,942521 110,kobe-a-d-mid-tb-white-royal-942521-110,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/592/711/original/506812_00.png.png,,sneakers,,d5f5a2de-0fa4-42a0-a683-9db796158744,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-tb-white-royal-942521-110
Kobe 9 Elite 'Fundametals',False,13135,630847 100,kobe-9-elite-gold-630847-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/715/447/original/13135_00.png.png,20140606,sneakers,2014,1d63ae0e-9a21-449e-b7db-44b0955a69c8,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-gold-630847-100
Kobe A.D. 2018 EP 'Moon Particle',False,462793,AV3556 004,kobe-a-d-ep-moon-particle-av3556-004,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/016/663/894/original/AV3556_004.png.png,20181101,sneakers,2018,8ba9d1c8-c956-45e9-99dd-8f1043b80f1f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-moon-particle-av3556-004
Kobe 8 'Fade To Black',False,45403,869456 551,zoom-kobe-8-ftb-869456-551,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/159/992/original/45403_00.png.png,20160408,sneakers,2016,28fbef60-4c40-4cb6-8b90-1dada05b0645,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-8-ftb-869456-551
Gel Lyte 3 'Kobe Beef',False,602192,1191A347 700,gel-lyte-3-kobe-beef-191a347-700,tan,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/034/116/847/original/191A347_700.png,20200301,sneakers,2020,d1d25d5a-0af1-4af9-9335-d955f9555c01,under_retail,good_condition,new_no_defects,0,https://www.goat.com/sneakers/gel-lyte-3-kobe-beef-191a347-700
Zoom Kobe 7 System TB 'Gorge Green',False,547623,517359 300,zoom-kobe-7-system-tb-gorge-green-517359-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/025/850/353/original/517359_300.png.png,20120918,sneakers,2012,0e60eaed-e756-4d63-b2c0-018f8b59c87c,,no_original_box,used,5,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-gorge-green-517359-300
Crazy 97 EQT Elevation Retro 'Kobe Bryant',False,732,G98310,adidas-men-crazy-97-eqt-elevation-retro-kobe-bryant-g98310,black,shoes,https://image.goat.com/750/placeholders/product_templates/original/missing.png,,sneakers,,2b39fd1e-6245-4454-9e71-57a5c299cf40,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/adidas-men-crazy-97-eqt-elevation-retro-kobe-bryant-g98310
Kobe 10 Elite 'Opening Night',False,33737,802762 707,kobe-10-opening-night-802762-707,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/458/250/original/802762_707.png.png,20151127,sneakers,2015,2e278b7e-6e3f-4b5f-984f-e3a2d54fb7ec,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-opening-night-802762-707
Crazy 97 EQT Elevation Kobe Bryant '76ers',False,1839,G66930,adidas-men-crazy-97-eqt-elevation-kobe-bryant-76ers-g66930,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/020/402/original/G66930.png.png,,sneakers,,80eae4f7-803f-46d5-90c0-a2f3b65d521d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/adidas-men-crazy-97-eqt-elevation-kobe-bryant-76ers-g66930
Kobe A.D. Mid 'Detached',False,196483,922482 002,kobe-a-d-detached-922482-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/135/923/original/196483_00.png.png,20170824,sneakers,2017,9fe064cd-bcc8-4931-91c6-757c26b9cd78,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-detached-922482-002
Kobe A.D. TB 'Fir',False,585271,AT3874 301,kobe-a-d-tb-fir-at3874-301,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/679/385/original/585271_00.png.png,,sneakers,,d3d04d58-f09f-4fc8-976f-5d4170f6e97f,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-fir-at3874-301
Kobe 10 Elite High 'What The',False,38206,815810 900,kobe-10-elite-high-what-the-815810-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/453/545/original/38206_00.png.png,20151226,sneakers,2015,8e6836c9-8156-4a2a-a608-44a8855631b3,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-high-what-the-815810-900
Crazy 97 EQT Elevation Kobe Bryant '1997 Slam Dunk Contest',False,1840,Q33088,adidas-men-crazy-97-eqt-elevation-kobe-bryant-1997-slam-dunk-contest-q33088,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/009/887/839/original/Q33088.png,,sneakers,,3d4dcc4a-4767-4253-99a7-0c5403c8b8e9,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/adidas-men-crazy-97-eqt-elevation-kobe-bryant-1997-slam-dunk-contest-q33088
Zoom Kobe 4 Protro 'Black Mamba',False,1284115,FQ3544 001,zoom-kobe-4-protro-black-mamba-fq3544-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/093/274/350/original/FQ3544_001.png.png,20231226,sneakers,2023,14d877c1-5b97-41d7-b3a5-d2a0e453c44c,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-black-mamba-fq3544-001
Kobe 11 Elite Low 'Fade To Black' Sample,False,65895,869459 001 00,kobe-11-elite-low-ftb-sample-869459-001-00,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/012/893/479/original/869459_001_00.png.png,,sneakers,,2795d444-6f15-4af8-9b3a-c1d934b6851e,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-elite-low-ftb-sample-869459-001-00
Crazy 97 EQT Elevation Kobe Bryant 'Dunk Contest' 2022,False,914017,GY4520,crazy-97-eqt-elevation-kobe-bryant-dunk-contest-2022-gy4520,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/073/409/630/original/914017_00.png.png,20220217,sneakers,2022,c586bf87-44d9-42ad-ac6c-caf1ed08fe35,under_retail,good_condition,new_no_defects,0,https://www.goat.com/sneakers/crazy-97-eqt-elevation-kobe-bryant-dunk-contest-2022-gy4520
Zoom Kobe 5 'Big Stage Home',False,24552,386429 108,zoom-kobe-5-big-stage-home-386429-108,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/326/563/original/24552_00.png.png,20100806,sneakers,2010,d0cc6838-a644-4bd3-94c4-9721ab14bd1f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-big-stage-home-386429-108
Zoom Kobe 5 XDR 'Del Sol',False,1221602,386430 002,zoom-kobe-5-xdr-del-sol-386430-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/089/329/089/original/386430_002.png.png,20100523,sneakers,2010,1d945f26-936f-4aec-a90b-9d19410dadcc,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-5-xdr-del-sol-386430-002
Kobe A.D. Mid 'Honesty',False,196477,922482 400,kobe-a-d-honesty-922482-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/093/604/original/922482_400.png.png,20170824,sneakers,2017,60d051ee-9cdd-4705-b8cb-84b2bb02fe76,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-honesty-922482-400
Kobe 8 NSW Lifestyle LE 'Paisley',False,596309,582552 400,kobe-8-nsw-lifestyle-le-deep-royal-582552-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/032/610/900/original/582552_400.png.png,20130810,sneakers,2013,34d825dd-80a8-46fb-818a-6c19a95b910b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-nsw-lifestyle-le-deep-royal-582552-400
Zoom Kobe 5 iD,False,1197228,411773 XXX,zoom-kobe-5-id-411773-xxx,multi-color,shoes,,20091225,sneakers,2009,011cbb98-96c7-42ed-b636-a6f26fc8252b,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-5-id-411773-xxx
Kobe 9 Elite 'Influence',False,13042,630847 300,kobe-9-elite-influence-630847-300,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/899/225/original/13042_00.png.png,20140621,sneakers,2014,c45638b3-f05b-406f-b42e-288a7ad8d1e3,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-influence-630847-300
Zoom Kobe 5 'Big Stage Away',False,24540,386429 008,zoom-kobe-5-big-stage-386429-008,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/458/591/original/24540_00.png.png,20100806,sneakers,2010,4556cc42-0deb-4201-a900-01a9a413670b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-big-stage-386429-008
Zoom Kobe 5 TB 'Yow Think Pink',False,24996,407710 612,zoom-kobe-5-tb-yow-think-pink-407710-612,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/045/800/265/original/407710_612.png,20100601,sneakers,2010,5f934254-6f07-4dfc-a448-5c48e02c73cf,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-5-tb-yow-think-pink-407710-612
Kobe A.D. Mid 'Rush Blue',False,588914,942521 408,kobe-a-d-tb-mid-rush-blue-942521-408,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/031/685/476/original/942521_408.png.png,,sneakers,,7486535c-fb27-45c0-8bfb-606539aa9500,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-mid-rush-blue-942521-408
Kobe A.D. Mid BM EP 'City Edition',False,303130,AQ5163 001,kobe-a-d-mid-bm-ep-city-edition-aq5163-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/047/306/978/original/303130_00.png.png,20171223,sneakers,2017,d958f4c2-58a2-416c-9828-aec7a21b0f6f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-bm-ep-city-edition-aq5163-001
Kobe 9 EM 'Gym Blue',False,28380,646701 474,kobe-9-low,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/207/724/original/28380_00.png.png,20141121,sneakers,2014,eec18253-4111-430e-b211-78296c8237e7,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-low
Kobe A.D. EP 'Igloo',False,342846,852427 300,kobe-a-d-ep-igloo-852427-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/010/930/308/original/852427_300.png.png,,sneakers,,8d246e3a-4ae3-4fd3-95a5-8723b36b2573,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-igloo-852427-300
Zoom Kobe 5 'USC',False,24163,386429 602,zoom-kobe-5-university-of-southern-california-386429-602,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/679/original/386429_602.png.png,20100315,sneakers,2010,72cf88d1-a802-4f4c-9543-1790074ea6d6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-university-of-southern-california-386429-602
Kobe 11 EP 'Draft Day',False,765885,836184 154,kobe-11-ep-draft-day-836184-154,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/062/300/245/original/765885_00.png.png,20160428,sneakers,2016,b3bbf11b-7f3c-4e41-8bff-e4422641db35,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-ep-draft-day-836184-154
Kobe A.D. 2018 'Lakers Home',False,479120,AR5515 700,kobe-a-d-lakers-pack-ar5515-700,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/016/723/115/original/AR5515_700.png.png,20181205,sneakers,2018,612e9911-e482-49c4-afcb-d73668ccfb10,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-lakers-pack-ar5515-700
Kobe A.D. TB Promo 'Blue',False,534927,AT3874 405,kobe-a-d-tb-promo-blue-at3874-405,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/611/006/original/534927_00.png.png,,sneakers,,39e87f33-3e80-49cb-b140-aafba2cbd922,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-promo-blue-at3874-405
Kobe 8 NSW Lifestyle LE 'Snakeskin',False,598427,582552 700,kobe-8-nsw-lifestyle-le-snakeskin-582552-700,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/032/791/052/original/582552_700.png.png,20130727,sneakers,2013,dc8a2647-02f2-4344-9c0b-c61a9ef88778,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-nsw-lifestyle-le-snakeskin-582552-700
